codigo_postal,municipio_id
04549,040502
04550,040502
04558,040059
04558,040502
04559,040502
04560,040470
04567,040101
04568,040157
04568,040806
04569,040280
04569,040911
04600,040062
04600,040530
04610,040353
04616,040353
04617,040353
04618,040353
04619,040353
04620,041002
04628,040160
04629,040160
04630,040499
04638,040643
04639,040643
04639,040932
04640,040708
04640,040754
04647,040353
04647,040754
04648,040353
04648,040754
04649,040754
04650,041030
04660,040176
04661,040890
04661,041030
04662,040530
04662,041030
04690,040530
04691,040530
04692,040062
04692,040530
04692,040890
04693,040530
04694,040530
04700,049026
04710,049026
04711,049026
04712,049026
04713,049047
04715,049026
04716,049026
04720,040792
04721,041024
04727,041024
04728,040433
04729,040412
04738,041024
04740,040792
04741,040792
04743,040792
04745,049032
04746,049032
04750,040388
04760,040293
04768,040078
04768,040293
04769,040293
04770,040031
04778,040031
04779,040031
04800,040062
04810,040708
04810,040720
04811,040708
04812,040062
04813,040062
04813,040708
04814,040062
04815,040314
04820,040998
04825,040372
04826,040998
04827,040998
04828,040998
04829,040985
04829,040998
04830,040985
04838,040638
04839,040638
04839,040985
04850,040314
04857,040046
04858,040046
04858,040314
04859,040340
04859,040366
04859,040583
04860,040694
04867,040622
04868,040561
04869,040448
04870,040767
04877,040617
04877,040852
04878,040849
04878,040871
04879,040963
04880,040926
04887,040617
04887,040926
04888,040182
04888,040216
04889,040195
04889,040926
04890,040834
04897,040084
04897,040834
04898,040084
04898,040834
04899,040708
04899,040834
04964,040530
05001,050198
05002,050198
05003,050198
05004,050198
05005,050198
05100,051630
05110,050224
05111,052119
05113,050415
05114,059053
05115,051677
05115,052336
05116,052336
05120,051585
05120,051661
05120,052124
05122,051645
05122,051696
05123,051012
05123,051602
05125,050701
05130,052389
05131,050966
05131,051257
05131,051488
05132,050586
05132,051064
05132,052161
05133,052158
05134,050816
05134,051547
05134,051579
05140,050408
05140,050533
05140,051201
05140,051218
05141,050678
05141,050795
05141,051453
05141,052050
05143,052525
05145,051197
05145,051368
05145,052130
05146,050338
05146,050940
05146,051184
05146,051316
05146,051808
05146,052098
05146,052657
05147,050809
05147,051070
05148,050441
05149,050599
05149,052373
05150,051815
05150,051949
05150,052183
05151,051223
05151,059035
05152,051223
05153,050150
05153,050258
05153,050631
05153,051162
05153,051295
05154,051295
05154,051440
05154,052660
05160,050198
05161,051282
05162,050277
05163,050874
05163,051337
05163,051854
05164,050929
05164,051756
05164,051949
05164,052196
05164,052584
05165,050369
05165,050454
05165,051836
05165,052428
05190,051952
05191,051309
05191,051722
05192,050610
05192,051414
05192,052320
05193,051738
05193,059029
05194,050198
05194,050300
05194,051239
05195,050198
05196,050935
05196,052452
05197,050198
05197,050760
05197,050837
05198,051892
05198,052392
05200,050163
05210,050991
05210,052102
05211,050296
05211,050436
05211,050489
05211,050603
05212,050087
05212,050467
05212,050776
05212,050782
05212,052597
05213,051099
05215,050701
05215,051781
05215,052354
05216,051526
05217,050420
05217,050646
05217,050697
05217,052315
05220,051146
05229,050230
05229,050261
05229,050564
05229,052085
05230,051683
05239,051683
05239,051841
05240,051619
05250,051027
05260,050570
05267,052011
05268,050935
05268,052222
05270,052413
05278,050224
05278,052413
05279,052413
05280,051282
05289,052063
05289,052434
05290,050356
05290,052047
05291,051159
05292,051775
05292,051906
05292,052294
05292,052531
05292,052546
05294,050935
05296,050013
05296,050723
05296,050907
05296,051743
05298,051178
05298,051934
05298,052434
05299,050343
05299,051342
05300,050659
05309,050625
05309,050659
05309,051393
05309,051965
05309,052644
05310,050744
05320,050492
05340,050408
05350,052200
05357,050179
05357,050394
05357,050880
05357,051393
05357,052308
05357,052341
05357,052562
05358,050052
05358,051407
05358,051491
05358,051794
05358,052102
05364,051051
05370,050739
05370,051472
05380,050868
05380,051429
05380,051987
05400,050147
05410,051321
05412,052079
05413,051321
05413,052217
05413,052623
05414,050662
05415,051005
05416,050132
05417,050893
05418,050147
05420,052406
05427,050757
05427,050953
05428,050551
05429,050551
05429,051563
05429,052275
05430,050028
05440,051873
05450,050548
05460,050821
05461,051276
05470,051820
05480,050473
05489,050473
05490,051103
05491,051321
05492,051892
05500,051867
05510,052256
05511,052256
05513,050415
05514,050381
05514,051260
05514,051550
05514,052177
05514,052465
05515,051867
05516,051033
05516,052004
05516,052618
05519,330241
05520,051769
05520,051971
05520,052471
05530,051380
05530,052243
05540,051355
05540,051873
05540,052471
05560,050126
05560,051435
05560,051889
05560,051913
05560,052510
05560,052639
05570,050381
05571,050527
05571,051511
05571,052578
05580,050071
05580,050185
05580,052269
05581,052269
05591,052601
05592,052281
05593,050104
05600,050219
05610,050245
05619,050842
05619,051244
05619,051717
05619,051990
05620,050512
05621,051928
05621,052367
05630,050375
05630,059040
05631,051624
05631,052676
05631,059014
05632,051624
05632,059014
05633,059014
05634,051048
05634,051051
05635,051658
05640,050821
05690,050375
05690,051131
05691,052367
05692,051125
05693,050855
05693,052490
05694,050245
05694,051086
05695,050972
05696,050972
05696,052145
05697,051532
05697,051598
05697,051700
05697,052449
06001,060153
06002,060153
06003,060153
06004,060153
06005,060153
06006,060153
06007,060153
06008,060153
06009,060153
06010,060153
06011,060153
06020,060205
06100,060956
06105,060423
06106,060956
06107,060956
06108,060956
06109,060956
06110,061540
06120,060938
06129,061591
06130,061438
06131,060074
06132,060665
06133,061298
06134,061400
06140,061285
06150,061211
06160,060166
06170,060055
06170,060153
06171,060107
06172,061319
06173,060922
06174,060613
06174,061165
06175,060994
06175,061171
06176,060896
06176,060994
06177,061475
06178,061481
06180,060153
06181,060153
06182,060153
06183,060153
06184,069022
06185,069017
06186,069038
06187,060726
06190,061152
06191,061073
06192,061553
06193,060153
06194,060153
06195,060153
06196,060401
06196,061263
06197,060457
06198,061263
06200,060114
06207,060021
06208,061529
06209,061263
06210,061330
06220,061494
06225,061134
06226,060687
06227,060732
06228,060690
06229,061067
06230,061226
06240,060520
06249,060270
06250,060205
06260,060858
06270,061247
06275,061171
06280,060554
06290,061361
06291,060861
06292,060264
06293,060248
06300,061588
06310,061089
06320,060819
06329,060135
06330,061417
06340,060508
06350,060671
06360,060541
06370,060227
06378,061422
06380,060704
06389,060704
06390,060495
06391,060711
06392,061089
06393,060080
06394,060212
06400,060444
06400,060956
06410,060021
06410,060444
06410,060606
06410,061204
06411,060802
06412,060444
06413,060824
06420,060362
06427,060877
06428,060188
06429,060188
06430,061605
06431,060824
06439,060476
06440,060785
06441,060649
06442,061128
06442,061605
06443,060299
06444,061396
06445,060652
06450,061092
06458,061469
06459,060286
06460,060286
06468,060750
06469,060397
06470,060606
06473,061514
06474,061383
06475,060943
06476,060981
06477,061041
06478,060798
06479,060418
06480,060883
06486,060900
06487,060384
06488,060310
06489,060883
06490,061036
06498,060726
06499,060883
06500,061232
06501,060068
06510,060068
06518,060378
06519,060068
06600,060233
06610,061008
06611,061612
06612,060303
06613,060188
06614,060233
06615,060188
06620,060482
06630,061020
06640,061279
06650,061250
06650,061279
06655,061187
06656,060573
06657,061149
06658,061302
06659,060172
06660,060515
06670,060227
06670,060634
06678,061572
06679,060634
06680,060359
06689,061377
06690,060567
06692,060628
06700,061535
06710,061535
06711,060444
06712,061535
06713,060016
06714,060613
06715,061113
06716,061566
06717,060444
06717,061566
06718,061535
06720,061535
06730,060016
06730,060917
06731,060917
06740,060975
06750,060969
06760,060917
06770,060331
06800,060153
06800,060830
06810,060251
06820,060439
06830,061627
06840,060042
06850,060129
06860,060460
06870,060589
06880,061324
06890,061456
06891,060845
06892,061358
06893,061190
06894,060093
06894,060325
06900,060747
06906,061054
06907,060861
06908,060861
06909,061345
06910,060592
06919,061015
06920,060140
06927,061443
06928,060779
06929,060140
06930,060191
06939,060763
06940,060037
06950,061507
06960,060346
06970,061106
06980,060536
07001,070407
07002,070407
07003,070407
07004,070407
07005,070407
07006,070407
07007,070407
07008,070407
07009,070407
07010,070407
07011,070407
07012,070407
07013,070407
07014,070407
07015,070407
07071,070407
07100,070619
07101,070619
07108,070619
07109,070257
07110,070103
07120,040139
07120,070407
07140,070472
07141,070368
07142,070532
07143,070472
07144,070178
07144,070472
07150,070051
07157,070051
07159,070051
07160,070051
07160,070110
07170,070630
07179,070184
07179,070619
07180,070110
07181,070110
07183,070110
07184,070110
07190,070070
07190,070201
07190,070630
07191,070070
07192,070218
07193,070103
07194,070453
07195,070453
07196,070110
07198,070407
07199,070407
07200,070223
07208,070223
07209,070223
07210,070048
07220,070048
07230,070380
07240,070491
07250,070658
07259,079013
07260,070435
07300,070276
07310,070125
07311,070099
07312,070342
07313,070585
07314,070585
07315,070197
07316,070585
07320,070563
07330,070162
07340,070012
07349,070103
07350,070086
07360,070295
07369,070585
07400,070033
07420,070440
07430,070309
07440,070393
07450,070550
07458,070393
07458,070550
07459,070550
07460,070429
07469,070429
07470,070429
07500,070337
07509,070337
07510,070602
07511,070472
07518,070282
07519,070355
07520,070414
07529,079013
07530,070511
07540,070511
07550,070624
07559,070624
07560,070511
07560,070579
07560,070624
07570,070064
07579,070064
07580,070146
07589,070146
07590,070146
07590,070624
07600,070316
07600,070407
07608,070407
07609,070316
07610,070407
07620,070316
07629,070048
07630,070131
07638,070598
07639,070131
07639,070316
07640,070598
07650,070579
07659,070579
07660,070579
07669,070223
07669,070579
07670,070223
07680,070337
07687,070337
07687,070511
07688,070337
07689,070337
07690,070579
07691,070579
07700,070321
07701,070321
07702,070321
07703,070321
07710,070526
07711,070526
07712,070321
07713,070526
07714,070321
07720,070491
07720,070645
07730,070027
07730,070374
07740,070374
07748,070374
07749,079028
07750,070159
07750,070239
07750,070624
07760,070159
07760,070579
07769,070159
07800,070260
07800,070466
07800,070547
07810,070504
07811,070504
07812,070504
07814,070547
07815,070504
07816,070466
07817,070488
07818,070488
07819,070547
07820,070466
07828,070466
07829,070488
07830,070488
07839,070488
07840,070547
07849,070547
07850,070547
07850,070579
07860,070244
07870,070244
07871,070244
07872,070244
07961,070579
08001,080193
08002,080193
08003,080193
08004,080193
08005,080193
08006,080193
08007,080193
08008,080193
08009,080193
08010,080193
08011,080193
08012,080193
08013,080193
08014,080193
08015,080193
08016,080193
08017,080193
08018,080193
08019,080193
08020,080193
08021,080193
08022,080193
08023,080193
08024,080193
08025,080193
08026,080193
08027,080193
08028,080193
08029,080193
08030,080193
08031,080193
08032,080193
08033,080193
08034,080193
08035,080193
08036,080193
08037,080193
08038,080193
08039,080193
08040,080193
08041,080193
08042,080193
08073,080734
08100,081249
08101,081614
08104,081249
08105,082093
08106,082567
08107,081154
08110,081252
08120,081056
08130,082606
08140,080333
08146,080879
08148,080790
08150,081593
08160,081350
08170,081363
08172,082055
08173,082055
08174,082055
08175,082055
08178,080706
08180,081385
08181,082671
08182,082107
08183,080556
08183,080641
08183,080958
08184,081568
08184,081878
08185,081081
08186,081075
08187,082482
08188,082969
08189,082397
08190,082055
08191,081846
08192,082384
08193,082665
08194,082384
08195,082055
08196,082055
08197,082055
08198,082055
08201,081878
08202,081878
08203,081878
08204,081213
08204,081878
08205,081878
08206,081878
08207,081878
08208,081878
08210,082520
08211,080517
08212,082233
08213,081672
08214,089045
08220,082009
08221,082798
08222,082798
08223,082798
08224,082798
08225,082798
08226,082798
08227,082798
08228,082798
08230,081206
08231,082900
08232,083008
08233,082917
08240,081136
08241,080538
08241,081136
08242,081136
08243,081136
08250,082188
08251,080620
08251,081923
08253,080983
08254,081825
08255,080594
08256,080023
08256,081786
08257,082460
08259,080847
08260,082747
08261,080478
08262,080386
08263,082299
08269,081419
08269,082299
08270,081402
08271,080109
08272,082135
08273,082589
08274,082129
08275,080348
08275,081287
08278,081398
08278,082779
08279,080121
08280,080312
08281,080364
08281,081705
08281,081897
08281,251364
08282,081764
08282,082286
08283,080608
08289,080713
08289,082975
08289,251924
08290,082665
08291,081803
08292,080765
08293,080692
08294,080253
08295,082628
08296,080538
08297,080615
08298,082423
08299,081799
08301,081213
08302,081213
08303,081213
08304,081213
08310,080095
08317,081537
08318,080752
08319,080752
08320,081189
08328,080039
08329,082819
08330,081727
08338,082303
08339,082140
08340,082191
08348,080305
08349,080291
08350,080060
08358,080076
08359,081939
08360,080403
08370,080351
08380,081108
08389,081555
08390,081265
08391,082824
08392,081976
08393,080327
08394,082649
08395,082359
08396,082037
08397,081635
08398,082613
08401,080961
08402,080961
08403,080961
08410,089024
08415,080235
08416,080235
08420,080410
08430,081810
08440,080462
08445,080425
08450,081069
08455,083067
08458,082346
08459,081982
08460,082592
08461,082074
08469,080811
08469,081379
08470,082021
08471,082943
08472,080399
08474,080977
08476,082021
08479,080811
08480,080057
08490,082845
08495,080826
08500,082981
08503,081000
08503,081995
08504,082205
08504,082418
08505,082476
08506,080370
08507,082460
08508,081173
08509,082439
08510,081167
08510,081831
08511,082541
08511,082802
08512,082153
08513,081712
08514,081094
08515,082251
08516,081496
08517,081884
08517,082554
08518,081516
08519,080832
08519,082750
08519,082981
08519,083036
08520,080863
08521,080863
08522,081115
08529,081290
08530,080885
08540,080673
08550,080174
08551,082830
08552,082785
08553,082690
08554,082690
08559,080266
08560,081120
08569,082541
08569,089019
08570,082858
08571,082652
08572,082331
08573,081509
08580,082378
08584,082536
08585,081311
08586,081957
08587,080044
08588,082726
08589,081607
08589,082016
08589,082711
08590,081347
08591,080142
08592,082248
08593,082763
08600,080229
08604,080575
08605,081304
08607,082166
08610,080116
08611,081445
08612,081326
08613,082994
08614,080787
08617,080459
08618,080500
08619,080240
08619,081770
08620,082634
08629,082896
08630,080018
08635,082080
08640,081477
08650,081918
08660,080180
08660,082704
08670,081419
08672,080902
08673,083089
08680,080924
08690,082444
08691,081271
08692,081751
08693,080497
08694,080996
08694,089030
08695,080168
08695,080930
08696,080522
08696,081666
08697,081901
08697,259101
08698,080804
08698,081424
08698,082423
08698,082687
08699,082938
08700,081022
08710,082508
08711,081430
08712,082264
08717,080082
08717,081332
08717,252167
08718,080288
08719,080636
08719,081038
08719,081859
08720,083054
08729,080581
08730,082515
08731,082270
08732,080581
08732,080654
08733,081640
08734,080137
08734,081458
08735,083041
08736,080850
08737,082883
08738,081688
08739,082732
08740,081960
08750,081234
08753,081574
08754,081580
08755,080543
08756,089058
08757,080728
08758,080689
08759,082956
08760,081141
08769,080667
08770,082401
08773,081228
08775,082877
08776,082325
08777,082362
08779,081043
08780,081574
08781,081629
08782,081192
08783,081192
08784,081614
08785,082922
08786,080446
08787,080484
08787,081521
08787,081653
08787,082573
08788,083020
08789,082861
08790,080919
08791,082227
08792,080945
08792,082495
08793,080137
08794,080272
08795,081461
08796,081542
08797,081748
08798,080137
08798,082068
08799,081458
08800,083073
08801,082798
08810,082310
08811,080431
08812,082310
08818,081483
08820,081691
08830,082009
08840,083015
08849,082042
08850,080898
08859,080207
08860,080569
08860,082704
08870,082704
08871,082704
08872,082704
08880,080749
08901,081017
08902,081017
08903,081017
08904,081017
08905,081017
08906,081017
08907,081017
08908,081017
08911,080155
08912,080155
08913,080155
08914,080155
08915,080155
08916,080155
08917,080155
08918,080155
08921,082457
08922,082457
08923,082457
08924,082457
08930,081944
08940,080734
08950,080771
08960,082212
08970,082172
08980,082114
09001,090597
09002,090597
09003,090597
09004,090597
09004,093728
09005,090597
09006,090597
09007,090597
09100,092117
09107,090243
09107,090905
09107,091828
09107,092479
09108,090888
09108,092117
09108,092432
09108,093174
09108,094825
09109,090912
09109,092426
09109,093636
09109,094607
09110,090912
09119,090341
09119,090912
09119,092582
09119,094555
09120,094271
09121,092117
09123,093636
09124,091754
09124,094271
09125,090452
09125,091720
09125,092273
09125,093983
09125,094271
09126,090452
09126,091754
09127,090452
09127,094154
09128,091486
09128,091773
09128,093689
09128,094271
09128,094445
09128,094733
09129,094271
09130,093044
09130,093771
09131,092595
09131,092978
09131,099027
09131,099070
09133,091669
09133,091813
09133,092024
09133,092576
09133,093749
09133,093826
09133,094271
09135,093734
09136,093734
09140,092870
09140,093018
09140,099064
09141,090011
09141,099064
09142,099051
09142,099064
09143,093615
09143,093958
09144,093615
09145,093615
09145,093958
09145,099051
09146,090145
09146,094167
09146,099051
09150,091669
09150,091720
09150,099027
09159,099027
09163,093121
09191,091767
09191,094712
09191,099048
09192,090597
09192,090755
09192,092411
09193,090597
09193,090721
09193,090742
09193,090866
09194,090308
09194,090721
09194,090737
09194,091773
09194,093142
09195,090238
09195,094347
09195,094398
09195,094580
09197,093728
09197,094398
09197,099064
09197,099070
09198,090866
09198,091773
09198,093351
09199,090269
09199,090294
09199,090449
09199,090597
09199,090742
09199,092668
09199,093039
09199,093266
09199,094635
09200,092194
09210,094120
09211,091340
09211,092387
09211,092557
09211,094120
09212,092138
09212,092194
09212,094120
09213,091025
09213,093945
09213,094120
09214,090546
09215,091097
09216,091097
09217,091097
09218,091097
09218,092194
09219,090130
09219,090161
09219,090546
09219,091209
09219,092194
09219,093478
09219,093538
09219,094192
09219,094542
09220,092501
09226,090413
09226,090471
09226,090951
09226,092498
09226,092501
09226,094568
09226,094672
09226,094727
09227,090793
09227,091596
09227,091806
09227,093752
09227,094419
09228,091010
09228,091985
09228,092061
09228,092365
09228,092753
09228,094666
09230,090584
09230,091255
09230,091280
09230,091675
09230,093386
09233,090119
09239,090098
09239,090238
09239,090639
09239,090933
09239,091255
09240,090562
09244,090601
09244,091353
09244,092833
09245,090525
09245,090562
09245,091499
09245,094081
09245,094859
09246,090434
09246,090716
09246,091950
09246,092387
09246,092655
09246,092729
09246,092805
09246,093235
09247,091433
09247,093348
09248,090367
09248,090487
09248,090562
09248,090768
09248,092735
09248,093109
09249,090079
09249,090434
09249,090562
09249,092306
09249,092387
09249,094228
09249,094234
09250,090487
09250,092208
09251,091157
09252,092208
09257,094311
09258,090102
09258,090487
09258,090835
09258,091237
09258,093924
09258,094115
09258,094311
09258,094458
09259,090465
09259,090829
09259,091307
09259,091789
09259,093076
09259,093082
09259,094249
09260,092740
09267,090487
09267,091293
09268,092740
09268,093039
09268,093462
09268,093608
09268,094075
09268,094332
09269,093039
09270,090986
09270,093082
09271,092984
09272,090487
09272,091329
09280,090774
09280,091209
09280,092518
09290,091335
09290,092886
09292,090275
09292,090562
09292,091003
09292,092241
09292,092925
09292,093517
09292,093543
09292,094290
09293,090578
09293,092194
09294,091097
09294,092766
09300,093214
09310,093902
09310,093919
09310,094640
09311,091681
09311,092352
09312,090177
09312,093919
09314,092560
09314,094287
09315,091176
09315,091366
09315,091391
09316,090510
09316,091708
09317,091998
09317,092560
09317,093399
09318,091388
09318,092292
09318,094056
09320,091084
09320,091963
09320,094069
09330,091979
09338,094189
09339,094430
09339,094483
09339,094666
09339,094803
09340,091947
09341,091947
09341,093431
09341,093847
09342,092621
09342,093500
09342,093898
09343,094379
09344,093253
09344,094326
09345,090320
09345,091792
09345,093253
09345,093898
09346,091139
09346,092083
09347,091139
09347,091947
09347,092772
09347,093116
09347,099012
09348,090948
09348,091947
09348,092313
09348,092959
09348,093667
09349,091031
09349,091046
09349,091274
09349,091947
09349,092674
09349,092946
09350,090336
09350,090618
09350,092390
09350,093556
09351,090308
09351,091622
09352,091144
09353,093522
09354,092707
09370,090183
09370,091519
09370,092812
09384,091947
09384,093847
09390,091979
09390,093484
09390,093863
09390,094424
09391,090853
09400,090183
09410,090196
09410,091123
09410,092616
09427,094271
09430,091741
09440,093692
09441,093692
09442,093804
09443,091524
09443,094385
09450,090183
09450,090354
09450,091643
09450,094516
09451,090200
09451,090217
09451,090222
09451,090644
09453,093961
09453,094038
09453,094402
09454,091741
09454,092791
09460,092181
09461,091405
09462,090032
09462,091600
09462,092289
09462,092539
09462,093654
09463,091558
09471,091372
09471,091412
09471,093459
09471,094213
09490,090559
09490,092616
09490,093370
09490,094831
09491,091314
09491,094000
09491,094213
09493,090657
09493,093879
09500,092096
09510,091890
09510,099086
09511,090503
