"id","code","name"
"__export__.code_ine_168","NZL","Nueva Zelanda"
"__export__.code_ine_169","NER","Níger"
"__export__.code_ine_170","OMN","Omán"
"__export__.code_ine_171","PAK","Pakistán"
"__export__.code_ine_172","PLW","Palau"
"__export__.code_ine_173","PSE","Palestina, Territorio ocupado"
"__export__.code_ine_174","PAN","Panamá"
"__export__.code_ine_175","PNG","Papua Nueva Guinea"
"__export__.code_ine_176","PRY","Paraguay"
"__export__.code_ine_177","NLD","Países Bajos"
"__export__.code_ine_178","PER","Perú"
"__export__.code_ine_179","PYF","Polinesia Francesa"
"__export__.code_ine_180","POL","Polonia"
"__export__.code_ine_181","PRT","Portugal"
"__export__.code_ine_182","PRI","Puerto Rico"
"__export__.code_ine_183","QAT","Qatar"
"__export__.code_ine_184","GBR","Reino Unido"
"__export__.code_ine_185","CAF","República Centroafricana"
"__export__.code_ine_186","CZE","República Checa"
"__export__.code_ine_187","DOM","República Dominicana"
"__export__.code_ine_188","REU","Reunión"
"__export__.code_ine_189","ROU","Rumania"
"__export__.code_ine_190","RUS","Rusia"
"__export__.code_ine_191","RWA","Rwanda"
"__export__.code_ine_192","ESH","Sahara Occidental"
"__export__.code_ine_193","KNA","Saint Kitts y Nevis"
"__export__.code_ine_194","WSM","Samoa"
"__export__.code_ine_195","ASM","Samoa Americana"
"__export__.code_ine_196","BLM","San Bartolomé"
"__export__.code_ine_197","SMR","San Marino"
"__export__.code_ine_198","MAF","San Martín"
"__export__.code_ine_199","SPM","San Pedro y Miquelón"
"__export__.code_ine_200","VCT","San Vicente y las Granadinas"
"__export__.code_ine_201","SHN","Santa Elena"
"__export__.code_ine_202","LCA","Santa Lucía"
"__export__.code_ine_203","STP","Santo Tomé y Príncipe"
"__export__.code_ine_204","SEN","Senegal"
"__export__.code_ine_205","SRB","Serbia"
"__export__.code_ine_206","SYC","Seychelles"
"__export__.code_ine_207","SLE","Sierra Leona"
"__export__.code_ine_208","SGP","Singapur"
"__export__.code_ine_209","SYR","Siria"
"__export__.code_ine_210","SOM","Somalia"
"__export__.code_ine_211","LKA","Sri Lanka"
"__export__.code_ine_212","SWZ","Suazilandia"
"__export__.code_ine_213","ZAF","Sudáfrica"
"__export__.code_ine_214","SDN","Sudán"
"__export__.code_ine_215","SWE","Suecia"
"__export__.code_ine_216","CHE","Suiza"
"__export__.code_ine_217","SUR","Suriname"
"__export__.code_ine_218","SJM","Svalbard e Islas de Jan Mayen"
"__export__.code_ine_219","THA","Tailandia"
"__export__.code_ine_220","TWN","Taiwán"
"__export__.code_ine_221","TZA","Tanzania"
"__export__.code_ine_222","TJK","Tayikistan"
"__export__.code_ine_223","IOT","Terr. Británico del Oc. Indico"
"__export__.code_ine_224","ATF","Tierras Australes Francesas"
"__export__.code_ine_225","TLS","Timor Oriental"
"__export__.code_ine_226","TGO","Togo"
"__export__.code_ine_227","TKL","Tokelau"
"__export__.code_ine_228","TON","Tonga"
"__export__.code_ine_229","TTO","Trinidad y Tobago"
"__export__.code_ine_230","TKM","Turkmenistán"
"__export__.code_ine_231","TUR","Turquía"
"__export__.code_ine_232","TUV","Tuvalu"
"__export__.code_ine_233","TUN","Túnez"
"__export__.code_ine_234","UKR","Ucrania"
"__export__.code_ine_235","UGA","Uganda"
"__export__.code_ine_236","URY","Uruguay"
"__export__.code_ine_237","UZB","Uzbekistán"
"__export__.code_ine_238","VUT","Vanuatu"
"__export__.code_ine_239","VAT","Vaticano, Santa Sede"
"__export__.code_ine_240","VEN","Venezuela"
"__export__.code_ine_241","VNM","Vietnam"
"__export__.code_ine_242","YEM","Yemen"
"__export__.code_ine_243","DJI","Yibuti"
"__export__.code_ine_244","ZMB","Zambia"
"__export__.code_ine_245","ZWE","Zimbabwe"
"__export__.code_ine_246","KOS","Kosovo"
"__export__.code_ine_247","ES111","A Coruña"
"__export__.code_ine_248","ES112","Lugo"
"__export__.code_ine_249","ES113","Ourense"
"__export__.code_ine_250","ES114","Pontevedra"
"__export__.code_ine_251","ES120","Asturias"
"__export__.code_ine_252","ES130","Cantabria"
"__export__.code_ine_253","ES211","Araba/Álava"
"__export__.code_ine_254","ES212","Gipuzkoa"
"__export__.code_ine_255","ES213","Bizkaia"
"__export__.code_ine_256","ES220","Navarra"
"__export__.code_ine_257","ES230","La Rioja"
"__export__.code_ine_258","ES241","Huesca"
"__export__.code_ine_259","ES242","Teruel"
"__export__.code_ine_260","ES243","Zaragoza"
"__export__.code_ine_261","ES300","Madrid"
"__export__.code_ine_262","ES411","Ávila"
"__export__.code_ine_263","ES412","Burgos"
"__export__.code_ine_264","ES413","León"
"__export__.code_ine_265","ES414","Palencia"
"__export__.code_ine_266","ES415","Salamanca"
"__export__.code_ine_267","ES416","Segovia"
"__export__.code_ine_268","ES417","Soria"
"__export__.code_ine_269","ES418","Valladolid"
"__export__.code_ine_270","ES419","Zamora"
"__export__.code_ine_271","ES421","Albacete"
"__export__.code_ine_272","ES422","Ciudad Real"
"__export__.code_ine_273","ES423","Cuenca"
"__export__.code_ine_274","ES424","Guadalajara"
"__export__.code_ine_275","ES425","Toledo"
"__export__.code_ine_276","ES431","Badajoz"
"__export__.code_ine_277","ES432","Cáceres"
"__export__.code_ine_278","ES511","Barcelona"
"__export__.code_ine_279","ES512","Girona"
"__export__.code_ine_280","ES513","Lleida"
"__export__.code_ine_281","ES514","Tarragona"
"__export__.code_ine_282","ES521","Alicante / Alacant"
"__export__.code_ine_283","ES522","Castellón / Castelló"
"__export__.code_ine_284","ES523","Valencia / València"
"__export__.code_ine_285","ES530","Illes Balears"
"__export__.code_ine_286","ES531","Eivissa y Formentera"
"__export__.code_ine_287","ES532","Mallorca"
"__export__.code_ine_288","ES533","Menorca"
"__export__.code_ine_289","ES611","Almería"
"__export__.code_ine_290","ES612","Cádiz"
"__export__.code_ine_291","ES613","Córdoba"
"__export__.code_ine_292","ES614","Granada"
"__export__.code_ine_293","ES615","Huelva"
"__export__.code_ine_294","ES616","Jaén"
"__export__.code_ine_295","ES617","Málaga"
"__export__.code_ine_296","ES618","Sevilla"
"__export__.code_ine_297","ES620","Murcia"
"__export__.code_ine_298","ES630","Ceuta"
"__export__.code_ine_299","ES640","Melilla"
"__export__.code_ine_300","ES701","Las Palmas"
"__export__.code_ine_301","ES702","Santa Cruz de Tenerife"
"__export__.code_ine_302","ES703","El Hierro"
"__export__.code_ine_303","ES704","Fuerteventura"
"__export__.code_ine_304","ES705","Gran Canaria"
"__export__.code_ine_305","ES706","La Gomera"
"__export__.code_ine_306","ES707","La Palma"
"__export__.code_ine_307","ES708","Lanzarote"
"__export__.code_ine_308","ES709","Tenerife"
